label,title,description
4,China: Most Office Computers Hit By Internet Security Problems,China says 58 percent of computer networks in the country's offices have fallen victim to Internet security problems this year.
1,Report: Militants Demand Cleric's Release ,"AP - A militant group claiming to have kidnapped two Indonesian women demanded Jakarta free a Muslim cleric accused of heading an al-Qaida-linked group, the Arab news station Al-Jazeera reported Saturday. But the cleric said he wanted no such thing."
1,Unions in Nigeria Call for an Oil Strike,"Unions declared the top multinational oil company here, the Royal Dutch/Shell Group,  quot;an enemy of the Nigerian people quot; on Sunday and called for a Nov."
2,Swede wins date with other Hewitt,"LLEYTON HEWITT was supposed to be playing defending champion Andy Roddick in the US Open semi-finals at Flushing Meadows, not the longtime boyfriend of his little sister."
1,First trial at Guantanamo,The first trial has begun of one of the suspects held at the Guantanamo Bay US navy base on Cuba. A military tribunal will be hearing the cases against a total of four 
1,Wounded Pilots Land Norway Plane After Axe Attack, OSLO (Reuters) - An Algerian-born man attacked two pilots  and a passenger with an axe on a domestic Norwegian flight  Wednesday in an unexplained assault that police said could be  linked to his asylum status.
1,Belarus KGB Arrests U.S. Internet Specialist (Reuters),"Reuters - An American citizen specializing\in the Internet was arrested by the Belarus KGB for allegedly\mishandling funds, Belarus authorities reported on Monday."
2,Sorenstam Wins Mizuno to Match Record,"Swedish Annika Sorenstam is all smiles as she holds winner's trophy following her victory on the final round of the US $ 1million (euro 780,000) LPGA Mizuno classic at Seta golf course in Otsu western Japan, Sunday, Nov 7, 2004."
3,Boeing Board Approves Dividend Increase,"Aircraft maker Boeing Co. on Monday said its board approved a 25 percent dividend boost, raising its quarterly distribution to 25 cents per share from 20 cents and its yearly payout to $1."
3,Retailers Hope to Lure Shoppers Into Malls ,"AP - The nation's retailers are hoping furry ponchos, fur-lined flip-flops, and sweater sets adorned with multiple broaches will excite shoppers this holiday season and lure them into stores and malls earlier than in previous years."
1,Rebel landmine kills 11 in Indian Kashmir,"Separatist militants have detonated a powerful landmine in Indian Kashmir killing eleven people, including nine soldiers in one of the biggest attacks in recent weeks, police say."
4,"Wireless Technology to Rival Cable, DSL - Intel"," SAN FRANCISCO (Reuters) - An emerging wireless  communications technology called WiMAX, which can blanket  entire cities with high-speed Internet connections, will rival  DSL and cable as the preferred way to connect homes and  businesses to the Internet, Intel Corp. said on Tuesday."
1,U.S. Won't Back Iran Nuke Incentive Plan ,"AP - The Bush administration said publicly Wednesday it does not endorse a plan by three European allies to offer Iran incentives to suspend its enrichment of uranium, a key step in producing nuclear weapons."
1,Activity seen at North Korea missile bases,"of striking most of Asia and parts of the United States, a Japanese newspaper says. Rodong missiles are capable of reaching any part of Japan, the paper said."
1,Peres Says Coalition Talks Could Be Resolved in Days," JERUSALEM (Reuters) - Israeli opposition leader Shimon  Peres said on Saturday coalition talks between his party and  Prime Minister Ariel Sharon could be resolved in days, a move  likely to avert snap elections and promote a Gaza pullout."
3,Gift card may not be free to use,"Gift cards are the perfect gift - they always fit and never cost a fortune to send, right? But consumer advocates are cautioning that we need to be slightly more careful when it comes to such gifts."
4,ContextWeb nabs $3 million,"com September 20, 2004, 3:00 PM PT. This fourth priority's main focus has been improving or obtaining CRM and ERP software for the past year and a half."
4,Microsoft Release Patch to Fix Flaws ,AP - Microsoft Corp. announced Tuesday it has found a new security flaw with its Windows XP operating system and warned that an attacker could infiltrate other computers by persuading their owners to open a specialized graphics file.
1,Chechen rebel is targeted in attack,"LONDON -- Exiled Chechen rebel envoy Akhmed Zakayev has suffered an arson attack at his home in London, British authorities said yesterday. There was minor fire damage but no injuries after Zakayev's home was targeted in the early hours of Friday, they said. Zakayev's lawyer said the attack appeared to be an assassination attempt on the exiled deputy of Chechen ..."
4,News: DIY fingerprint idea thwarts ID thieves,The Home Office is touting ID cards as a solution to ID theft in today's Queen's Speech but a Yorkshire man has taken matters into his own hands.
4,Ad campaign touts multimedia cards,"com September 22, 2004, 5:04 PM PT. With the economy slowly turning up, upgrading hardware has been on businesses radar in the past 12 months as their number two priority."
1,Sands Eyes More Casino-Hotels in Macau ,AP - U.S. gaming company Las Vegas Sands Inc. wants to build six more hotels that include some casinos in an area of the southern Chinese gambling enclave of Macau it hopes to model after the Las Vegas Strip.
3,CHINA: Textile Industry Slates US Trade Protectionism,"Chinese textile exporters have lashed out at the latest attempts by the US to restrict imports of textile and garment products. The Committee for the Implementation of Textile Agreements, an interagency group "
2,Ichiro leads an assault on baseball's records,"He's poised to rack up most hits in a season. Other marks look vulnerable, too. By Erik Spanberg  Correspondent of The Christian Science Monitor."
1,Rehnquist More Likely to Step Aside Now ,AP - President Bush's re-election makes it more likely Chief Justice William H. Rehnquist will retire soon. And Republican gains in the Senate mean the president has more flexibility to nominate another strong conservative to fill that vacancy and other federal judgeships.
1,Pakistan Says Holding Yemeni 'Qaeda Leader'," ISLAMABAD (Reuters) - Pakistan has arrested a Yemeni  national who is an important figure in al Qaeda's new  leadership and another foreign national who is one of the  network's communications specialists, officials said on  Wednesday."
1,Australia boosts anti-terror defences with new maritime security zone ,"AFP - Australia is to boost its defence against terrorism by creating a 1000-nautical mile security zone around its coast to protect its shipping, ports and oil rigs from attack, it was reported here."
4,RFID Driver's Licenses Debated,Virginia legislators are weighing a plan to add biometric data and radio signal emitting chips to licenses to prevent identity theft and thwart terrorists. Critics say the plan could compromise privacy and allow new varieties of fraud to flourish. By Mark Baard.
4,Eurekster and Friendster Partner for Friendster Search Engine,"Eurekster and Friendster Partner for Friendster Search Engine\\Friendster, the social networking community, and Eurekster, the Internet search engine powered by community and social networking technologies, announced the launch of personalized Internet search and navigation services on Friendster networks in eight countries.\\Friendster Search, powered by Eurekster, shows search results that have ..."
2,"Chelsea and CSKA win, ousted coach Ranieri loses","PARIS: Chelsea beat Porto, Barcelona blew away Shakhtar Donetsk and AC Milan struck twice in the last two minutes to sink Celtic but Russian billionaire Roman Abramovich was the biggest winner of them all."
3,UPDATE 5-Interstate Bakeries files for bankruptcy,"Interstate Bakeries Corp. (IBC.N: Quote, Profile, Research) , maker of Hostess Twinkies and Wonder Bread, filed for bankruptcy on Wednesday after struggling with more than $1."
4,IBM Data Reveals Rising Warranty Costs,"Costs have increased steadily in recent years, causing some to wonder about quality."
2,Players refuse to let CBA talks become a distraction,"Don't mention the NHL's collective bargaining agreement in the Team Canada dressing room. The 26 players are polite when asked about the subject, but they're not going to get into any heavy discussions regarding "
2,Result knot all bad for US: Wins group after tie with Aussies,"ATHENS - Playing without suspended forward Abby Wambach, the US women's soccer team battled to a mutually beneficial 1-1 draw with Australia last night at Kaftanzoglio Stadium in Thessaloniki. The result was not unexpected, as the ..."
1,"Malaysia's Anwar launches bid to clear his name, return to ","PUTRAJAYA, Malaysia : Former deputy premier Anwar Ibrahim launched a final bid to completely clear his name, a challenge rare in Malaysia's legal system and a move which could lead to his immediate return to politics."
1,Sharon to form new coalition,"AL QUDS, Dec 10: Israeli Prime Minister Ariel Sharon moved swiftly on Friday to forge a national unity government after winning approval to reshape his coalition and crushing internal opposition to his Gaza pullout plan."
1,Red Sox Erase 86 Years of Futility in 4 Games,"The Red Sox, the team that perfected heartbreak, silenced the Cardinals, 3-0, in Game 4 to win their first World Series since 1918."
3,Death Watch (Forbes.com),Forbes.com - Soka University in Japan trains students for government employment exams and touts their success. Might a presence of followers in the civil service be of more than spiritual use to Soka Gakkai? Consider this case from the files of the Tokyo civil courts.
3,October Airline Traffic Up at Independence,"NEW YORK, Nov. 4 -- Low-cost carriers Southwest Airlines Inc., JetBlue Airways Corp. and Independence Air on Thursday reported upbeat October passenger traffic figures, signaling greater demand for air travel and lifting airline stock prices."
4,"Asteroid Comes Closest to Earth Since 12th Century, NASA Says","Toutatis, a mountain-sized asteroid, came the closest to the Earth since at least the 12th century, allowing scientists to gather data about its trajectory and features, the US National Aeronautics and Space Administration said."
2,Everton Football Club midfielder set for reprieve?,"Everton Football Club midfielder Tim Cahill could get the red card he received at the weekend rescinded. The Australian was shown two yellow cards by referee Steve Bennett, the second one dished out following "
4,"Gates: PC will replace TV, TV will become a giant Google",Chairman Bill hopes we'll keep pushing his buttons
4,T-Mobile introduces new Windows Mobile Smartphone in Germany,"The SDA Music (pictured) phone is the first Windows Mobile Smartphone to be release by the operator and gives not only allows access to Microsoft applications like Outlook, but also can be used to relax after work thanks to the integrated audio player."
2,England v Canada (Sat),England aim to launch a new era under coach Andy Robinson with a handsome victory over Canada in the first of three autumn Tests at Twickenham.
2,Top-Seed Suarez Upset at SEAT Open ,"AP - Top-seeded Paola Suarez was upset in her opening match at the SEAT Open, losing 3-6, 6-3, 6-4 to Anabel Medina Garrigues on Thursday."
4,Microsoft Announces Another Windows Security Flaw,SEATTLE  -- Microsoft Corp. (MSFT) announced Tuesday it has found a new security flaw with its Windows XP operating system and warned that an attacker could infiltrate other computers by persuading their owners to open a specialized graphics file...
4,"AT T, Vonage Cut Prices on Internet Calling","&lt;p&gt;&lt;/p&gt;&lt;p&gt; By Justin Hyde&lt;/p&gt;&lt;p&gt; WASHINGTON (Reuters) - AT T Corp.  and Internet telephoneprovider Vonage said on Thursday they were cutting prices fortheir residential Internet calling services by $5 per month,the strongest signs yet of a price war in the nascent market.&lt;/p&gt;"
2,UPDATE 4-Kumble puts India in sight of victory,Leg spinner Anil Kumble completed his sixth 10-wicket test haul on Saturday to give India a wonderful opportunity to square their four-match series against Australia.
4,Home Users Most Vulnerable to SP2 Flaw (NewsFactor),NewsFactor - One of the first flaws found in Windows XP SP2 -- which leaves a PC vulnerable through a drag-and-drop hole in Internet Explorer -- could be used by hackers for even greater mischief.
1,Orioles Drub Streaking Yankees 14-8,"BALTIMORE - Brian Roberts and Larry Bigbie had two hits apiece in an eight-run third inning, and the Baltimore Orioles ended the New York Yankees' five-game winning streak with a 14-8 victory Friday night.    Miguel Tejada and Melvin Mora homered, and B.J..."
3,Qantas posts record profit,"SYDNEY (Reuters) - Australia's biggest airline Qantas has doubled its full-year profit on cost cuts and a pick-up in traffic, but the prospect of higher fuel costs has sent its shares down six percent. "
2,Hauritz answers the call... again,"If you could rewind events back to February 2003, try winding back to Cricket's World Cup. Before Australia bowled a ball in anger, Shane Warne has stole all the headlines, failed a drugs "
4,Slashdot warns of Red Hat security scam,Slashdot has a warning posted about the existence of a phishing scam directed toward Red Hat users. Read more to see the post. rixdaffy writes  quot;I just received an email from the  Redhat Security Team telling 
1,Aristide supporters threaten continued violence in Haiti,PORT-AU-PRINCE - UN peacekeepers and Haitian police have arrested dozens of enraged supporters of ousted president Jean-Bertrand Aristide.
2,"Singh extends lead, closes in on Woods","Vijay Singh shot a 68 to widen his lead over Tiger Woods at the Deutsche Bank Championship, putting him one round from his sixth victory of the year and the No."
3,IRS asks about tips at Chili s,"Brinker International Inc., which operates the Chili's restaurant chain, said Monday it received an inquiry from the Internal Revenue Service regarding the company's share of taxes on $31."
2,Good health is key to Ferguson's future,The 18th anniversary today of the start of Sir Alex Ferguson's Manchester United career requires no more significant reminder that every great reign depends on perpetual 
3,"ThyssenKrupp sells off 48,000 workers houses","ThyssenKrupp, the German engineering group buoyed by soaring steel prices, sold off a core element of its philanthropic past yesterday by disposing of its entire stock of company homes for employees for 2.1bn (1.45bn)."
4,Observing the Moon in Shadow,"On the evening of Oct. 27, North America will enjoy a total lunar eclipse, according to Fred Espenak, an astronomer at NASA's Goddard Space Flight Center in Greenbelt."
4,Cassini Shows Grandeur of Two Saturn Moons,"JPL -- New views of two of Saturn's moons, Titan and Tethys, represent the most detailed look at these moons to date and show a sharp contrast between them -- one is foggy and one is cratered."
4,Point. Shoot. Kiss It Good-Bye,Your hard drive is overflowing with gazillions of digital pics. DSC00234.jpg might as well be labeled don't_know_don't_care.jpg. Here is the quest to build the photo archive of the future. By David Weinberger from Wired magazine.
1,"Floods Kill 76 in China, No Let-Up in Sight"," BEIJING (Reuters) - Floods and landslides have killed 76  people in southwest China in the past four days and washed away  homes and roads, knocked down power lines and cut off at least  one city, state media said on Monday."
1,An Early Exit from Iraq?,"The distinction between what politicians say on the campaign trail and what they really believe is well illustrated by the current Kerry-Bush skirmishing on Iraq: If either man really believes some of the things he's saying, we're in worse shape than we "
3,Yukos chief sees little hope for oil giant,The American chief executive of Russia's embattled oil giant Yukos yesterday held out little hope of saving the company from dismemberment by the Putin government this month.
1,"Diplomats: IAEA, Brazil Reach Agreement","Brazil has agreed in principle to let the U.N. atomic watchdog agency see parts of equipment to enrich uranium, diplomats said Wednesday. Such a deal would resolve months of dispute over access to the technology that can be used to build nuclear weapons."
1,"Mrs Crocodile Dundee, 60, wrestles with reptile to save camper"," quot;The crocodile walked into the tent and dragged the man out. A 60-year-old woman in an adjacent tent heard the commotion and jumped on the crocodile quot; - Stephen Pemberthy, Royal Flying Doctor Service."
3,Wal-Mart Unit Passes Rival in Britain,"Asda, a unit of Wal-Mart, has overtaken Marks   Spencer as Britains biggest clothing retailer, industry figures showed."
1,Stocks End Higher on Upbeat Economic News,"NEW YORK - Stocks regained some momentum Thursday as fresh economic data suggested inflation remains well under control, but volatile oil prices gave investors some pause late in the session.    Analysts are closely watching stocks for signs that the market will stabilize in the second half of the year, but choppy trading has made it difficult to build confidence among investors, particularly given recent fluctuations in oil prices..."
2,Raptors' Carter Placed on Injured List, TORONTO (Sports Network) - Toronto Raptors All-Star  swingman Vince Carter was placed on the injured list Friday  after tests revealed a mild strain of his left Achilles'  tendon.
4,"Officials Stumped by Australia, NZ Whale Beachings (Reuters)",Reuters - Scientists and wildlife officials\continued to search Tuesday for what may have caused a series\of mass strandings which left 168 whales and dolphins dead on\Australian and New Zealand beaches in the past three days.
2,"Pats Beat Seahawks, Extend Win Streak ","AP - The New England Patriots stopped a late Seattle comeback to beat the Seahawks 30-20 Sunday, running their streak to 20 wins, including playoffs. They also tied the league record with their 17th consecutive regular-season victory."
1,Asian political parties meeting issues joint statement,Beijing (VNA) - The Third International Conference of Asian Political Parties (ICAPP) closed in Beijing on Sunday after issuing a joint declaration.
2,New stars and stripes: US may bench vets to keep Cup,"The single-elimination quarterfinals of the World Cup of Hockey's North American pool start tonight in St. Paul, Minn. And the biggest question remains just which Team USA will show up for "
4,Russian Oil Project to Be Vetted for Whale Threat,A top environmental group said on Thursday it had agreed to probe an oil and gas project led by Royal Dutch/Shell off the Russian far east coast because of fears it threatens endangered whales.
2,"Berkman Injures Knee, May Miss Opener ",AP - Houston Astros outfielder Lance Berkman may miss the start of next season after tearing the anterior cruciate ligament in his right knee while playing flag football.
4,Japan's top cellphone operator to abolish second generation by 2012 ,AFP - Japan's top cellphone operator NTT DoCoMo said it will stop offering second-generation service by 2012 as third generation (3G) technology featuring Internet and real-time video goes mainstream.
2,Mets Hire Former Yankees Hitting Coach ,"AP - Former New York Yankees hitting coach Rick Down was hired for the same job by the Mets on Friday, reuniting him with new manager Willie Randolph."
3,GM to Boost Incentives in 'Red Tag' Sale," DETROIT (Reuters) - General Motors Corp. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=GM.N target=/stocks/quickinfo/fullquote""&gt;GM.N&lt;/A&gt;, coming off  two straight months of disappointing sales, told dealers on  Tuesday it will launch new U.S. sales incentives later this  week."
1,"17 dead or missing, hundreds hurt in Japan's deadliest quakes in decade (AFP)","AFP - Japan was on edge after powerful earthquakes left 17 people dead or missing, injured hundreds and derailed a bullet train for the first time in history, within days of the country's worst typhoon in a quarter century."
2,New York Mets call news conference for Thursday; expected to hire ,The New York Mets plan to make a major announcement Thursday amid reports they are planning to hire Omar Minaya from the Montreal Expos as head of baseball operations.
3,Putin backs Gazprom shares deal,Russian president Vladimir Putin has backed plans to end restrictions on the foreign ownership of shares in Russian energy giant Gazprom.
2,UPDATE 1-Leaders Juve end Messina's unbeaten start,Serie A leaders Juventus ended Messina's unbeaten start to the season with a 2-1 win over the Sicilian club on Saturday. Goals from Uruguayan Marcelo Zalayeta and European 
3,Novartis: FDA Wants More Certican Details,"Swiss drug maker Novartis Pharma AG said Monday that the Food and Drug Administration has again requested more information on the company's Certican treatment, when used in combination with Neoral, to prevent heart and kidney transplant rejection episodes "
1,Bush backers like converted Democrat's zeal ,"AFP - US President George W. Bush found strong support among voters in key states for Democratic Senator Zell Miller, who has broken with his party and raised eyebrows with attacks on Democratic White House hopeful John Kerry."
3, Judge Indicts 2 Former Parmalat Auditors,"A judge ordered two former auditors at dairy giant Parmalat to stand trial for false accounting and market rigging, handing down the first indictments in the massive fraud scandal that stripped many Italians of their savings."
4,Stuff That Crossed My Mind,"At a certain point, usually after the night terrors start, I realize I absolutely have to write a column about Some Great Topic. And when I haven't been creative enough to think of Some Great Topic, rather "
2,Pat Symonds looks at Shanghai strategy,"The teams and drivers have spent two days learning the Chinese circuit, but there are still plenty of questions ahead of tomorrows race"
1,Downer upbeat after North Korea meetings,"MARK COLVIN: The Foreign Minister, Alexander Downer, has met North Korea's Foreign Minister and the President of the Supreme Peoples Assembly in Pyongyang. As one of the few Western nations with diplomatic relations with the isolated totalitarian state, ..."
2,Els Reflects on Season of Heartache ,"AP - ""To be No. 1 in the world is one thing, but to win a major, that's what we all strive for. That's what we all want.""  #151; Ernie Els, three weeks before the Masters."
4,The Final Capitalist Frontier,Future space explorers might bring back more than just pictures from their excursions -- they could mine the planets for profit. By Mark Baard.
1,Defense Leaders Faulted by Panel in Prison Abuse,"Leadership failures at the highest levels contributed to an environment in which detainees were abused, a panel concluded."
2,Nowitzki Sidelined With Ankle Injury,"Dallas, TX -- Dallas Mavericks All-Star forward Dirk Nowitzki is expected to be sidelined 7-to-10 days after an MRI exam Monday revealed a mild left ankle sprain."
3,"UPDATE 3-Cott profit falls, outlook cut, stock plunges","Shares of Cott Corp. (BCB.TO: Quote, Profile, Research) (COT.N: Quote, Profile, Research) sank as much as 16 percent on Wednesday after the world's largest "
4,Hollywood Studios Endorse Toshiba's HD-DVD Standard,"Paramount Pictures, Universal Pictures, New Line Cinema and Warner Bros. Studios will be using the new 30 GB DVD disc format, created by the DVD Forum, an international group of hardware and software companies and content providers."
4,Predicting the Path of an Inferno,"Flames leap 200 feet in the air and burn at 2,000 degrees. A rain of fire sets thousands of acres ablaze. The smoke jumpers may get the glory, but the battle is being won by the wildfire-simulation brigade. By Michael Behar from Wired magazine."
3,Oil Shoots Up as Ivan Hits U.S. Shores (Reuters),"Reuters - World oil prices rose on Thursday as\Hurricane Ivan reached the U.S. Gulf Coast, having shut more\than 1 million barrels of daily output in the Gulf of Mexico\and 13 percent of refining capacity in the United States."
2,Jumping for joy over bronze,"American rider Chris Kappler won a bronze medal in show jumping yesterday in Athens, and was even happier when he learned his horse wasn't seriously hurt following a breakdown during a timed jumpoff."
1,FBI Suspects Israeli Spy at Pentagon -- Govt Sources (Reuters),"Reuters - The FBI is investigating whether\Israel had a spy at the highest level at the Pentagon who\obtained classified documents about Iran for the Jewish state,\U.S. government sources told Reuters on Friday."
4,Getting Into Google Book Search - Google Print,"Google Print, Google Print, Argh Argh Argh! Since I got back from Web Search University I have been buried in sites and resources to review."
3,Oracle to nominate four PeopleSoft directors,Software company Oracle (ORCL) said Wednesday it plans to nominate four candidates for election in 2005 to the board of its rival and takeover target PeopleSoft (PSFT).
1,Car bomb kills seven in Iraq,"BAGHDAD: A US soldier and seven Iraqi civilians died in a spate of attacks yesterday. Prime Minister Iyad Allawi, meanwhile, travelled to Jordan to try to win support from exiled opposition leaders for the January 30 elections."
2,Bolton skipper Okocha fit for West Brom,Nigeria skipper Austin Jay Jay Okocha has declared he will be fit for Bolton Wanderers Premiership match at West Brom on Saturday after missing last weekend's 1-1 home draw with Birmingham with a groin strain.
2,Durham provides Dark Blues masterclass,"Oxford, the pre-match favourites, reclaimed the MMC Trophy in one of the better Varsity matches for some time here yesterday. But this, the 123rd staging of the annual amateur "
4,Ballmer: Windows TCO the way to go,"In the face of growing competition from Linux, Microsoft CEO Steve Ballmer delivered a four-page memo to customers on Wednesday outlining the economic and security advantages Windows has over Linux, the potential dangers of open source involving indemnification, and the intent to aggressively convince Unix shops to migrate to Windows."
4,Countdown to Halo 2: Piracy is for Punks,"Downloading the pirated version of Halo 2 is a disservice to an honest team of creators. October 14, 2004 - Halo 2 is the Xbox game of the year."
4,Exhibit Features Viruses as Art,"Computer viruses aren't just for wreaking havoc on global networks. They're also an art form. That's the take of an upcoming exhibit that focuses on malicious scripts, hacker films and the aesthetic charms of programming code. By Michelle Delio."
4,PeopleSoft Execs Defend Program (Reuters),"Reuters - PeopleSoft Inc.'s \chief financial officer on Wednesday said the company's\controversial customer assurance program, now being challenged\in court, might not force liabilities on Oracle Corp. \if its   7.7 billion takeover bid succeeds."
2,Drugs in sport: Olympic horse's urine sample stolen,"Part of the B-sample of a show jumping horse that won Ireland's only gold medal at the Athens Olympics has been stolen, the International Equestrian Federation said yesterday."
3,Shell hit by $1.5bn oil pollution claim from Nigerian Senate,"Shell, the beleaguered oil giant, has been asked by Nigeria's Senate to pay $1.5bn (830m) compensation to communities affected by oil pollution in the country."
3,Starbucks Aug. Same-Store Sales Up 8 Pct,"Starbucks Corp., the world's largest coffee-shop chain, on Wednesday said sales at stores open at least a year rose 8 percent in August, the first time growth fell below double-digits in nine months."
2,Eagles Win Again,"Jason Thomas matches a career-high with 26 points and American wins its fifth straight by beating visiting Ohio, 64-55, Saturday at Bender Arena."
2,Nets slide reaches eight,"Throughout the day, dark clouds hovered above downtown Seattle, a fitting site for a Nets team off to one of its dreariest starts to a season."
3,Lazard Meeting Ends Without IPO Decision (Reuters),"Reuters - Lazard's board on Tuesday failed to\decide on a share sale that would end over 150 years of private\ownership at the independent investment bank but most partners\seemed to back the plan, sources close to the matter said."
4,All eyes on NextWave's exit (TheDeal.com),"TheDeal.com - The telecom, which holds billions of dollars worth of wireless spectrum, has until mid-October to file its reorganization plan."
3,Euro Zone Presses U.S. on Weak Dollar (Reuters),"Reuters - Euro zone finance ministers on Tuesday\stepped up pressure on the United States to show its strong\dollar policy was more than just rhetoric, asking it to slash\budget and trade deficits that undermine the dollar."
1,Madonna weighs in on Iraq,"Madonna made a rare foray into politics Tuesday, calling for her home country to withdraw its troops from Iraq during an interview with British radio, reports Agence France-Presse."
4,MCI Creditors Are Target of  SEC Subpoenas (washingtonpost.com),"washingtonpost.com - The Securities and Exchange Commission has subpoenaed 11 members of MCI Inc.'s former creditors committee for documents related to confidential communications between the company and its bondholders, according to federal bankruptcy court filings."
2,Prso stars in leading role,"Rangers revival continued with victory over a stubborn and game Motherwell side at Fir Park - courtesy of two Dado Prso strikes, six minutes from the end of each half -o keep them on "
2,Kiely on hand to save the day for Addicks,CHARLTON goalkeeper Dean Kiely produced a fine performance at The Valley last night - his stunning save from Southampton's Rory Delap's second-half screamer was right out of the top drawer - while some swift reactions also bailed the Addicks out of 
1,Hundreds Held Hostage at Russian School,"BESLAN, Russia - Armed militants with explosives strapped to their bodies stormed a Russian school in a region bordering Chechnya on Wednesday, corralling hundreds of hostages - many of them children - into a gymnasium and threatening to blow up the building if surrounding Russian troops attacked. At least two people were killed, including a school parent..."
1,STRAW TO SEE DARFUR CAMP,Foreign Secretary Jack Straw is to come face to face with the misery of refugees in the Darfur region of Sudan. Mr Straw will fly from the Sudanese capital Khartoum to El Fasher in northern Darfur to visit the Abu Shouk refugee camp.
2,Jockey Club clears Fallon,"Kieren Fallon, the former champion Flat jockey, will not face disrepute charges relating to race-fixing allegations made against him in a Sunday newspaper, the Jockey Club said on Tuesday."
4,Florida school district talks to Sting on iChat AV (MacCentral),"MacCentral - Music students of the Manatee School District in Bradenton, Florida talked to music legend Sting on Friday using Apple's iChat AV, an iSight camera and a PowerBook G4. Sting spoke to students from the Telewest Arena in Newcastle, England an hour before he was to perform a concert for his latest tour."
1,EU force takes over Bosnia role,A European Union force has taken over peacekeeping in Bosnia from NATO for an operation seen as a test of the EU's military aspirations and credibility.
1,Deutsche Telekom sells remaining 7.3 pct stake in SES Global ,"AFP - Deutsche Telekom said it had sold its remaining 7.3 percent stake in SES Global, the world's leading satellite operator, for approximately 345 million euros (449.5 million dollars)."
2,Clippers' Brand Suspended One Game, NEW YORK (Sports Network) - Los Angeles Clippers forward  Elton Brand was suspended Tuesday for one game by the NBA for  shoving Charlotte's Emeka Okafor during the fourth quarter of  Monday night's game.
3,Nike Chief Phil Knight Resigns; Board Appoints Perez ,"Nike Inc. said Phil Knight, who began the company in 1972 selling sneakers from his car and built it into the world's biggest athletic-shoe maker, will step down next month as chief executive officer."
1,House Left to Wrestle With 9/11 Bill,"WASHINGTON - Senate passage of a bill to enact the Sept. 11 commission's terror-fighting recommendations now puts the focus on the House, where getting Republicans and Democrats to agree on the legislation may be more difficult..."
1,Kerry Camp Makes Video to Defuse Attacks ,AP - Sen. John Kerry's campaign released a video Saturday comparing the controversy over Kerry's Vietnam service to attacks on John McCain during the 2000 Republican primaries.
2,Brit hopes to erase taste of Athens woes,NEW YORK -- Paula Radcliffe decided there was only one way to get over the heartbreak of twin failures at the Athens Olympics: race again.
3,Finance: Give Gifts That Give Back (Reuters),Reuters - (Linda Stern is a freelance writer who covers personal\finance issues for Reuters. Any opinions in the column are\solely those of Ms. Stern. You can e-mail her at\lindastern(at)aol.com).
3,Reuters data centre to house half of global staff by next year,"Reuters, the UK-based global information company for financial services, media and corporate markets, formally opened its new data centre in Bangalore on Thursday."
2,Colorado Rockies Team Report - September 28,(Sports Network) - The Colorado Rockies continue a four-game series versus the NL West-leading Los Angeles Dodgers tonight at Dodger Stadium.
2,Fratello reportedly taking Grizzlies job,"Mike Fratello will take over for the recently retired Hubie Brown, ESPN reported on Friday. Fratello, an analyst for TNT, flew to Memphis on Friday to meet with team officials."
2,Sports in brief,"Three-time All-Star catcher Jason Kendall was close to being traded from the Pittsburgh Pirates to the Oakland Athletics for a pair of pitchers, a baseball official told the Associated Press on Wednesday."
2,Expos relocation to Washington in peril,NEW YORK - Washington's new baseball team shut down business and promotional operations indefinitely Wednesday as its move to the nation's capital teetered on the brink of collapse.
2,PREVIEW- Real tournament begins at the Oval,"The Champions Trophy, despite still being at the pool stage, reaches its knockout phase when world champions Australia meet New Zealand at the Oval on Thursday."
3,Inflation remains well contained: US Fed,US Federal Reserve said Wednesday that rate hikes can continue at a  quot;measured pace quot; as  quot;inflation and longer-term inflation expectations remain well contained quot;.
2,Grievance hearing to proceed after NBA says it won't seek TRO,"The NBA informed the players union Sunday it will not seek a temporary restraining order in federal court, clearing the way for a grievance hearing over suspensions for the Pacers-Pistons brawl."
3,Chip Sales Rise; Inventories Seen Down (Reuters),"Reuters - Global semiconductor sales rose 1.1\percent to   18.2 billion in August from the previous month and\it appears as though chip inventories are declining, an\industry trade group said on Thursday."
2,Sheffield has been top-shelf,"For all the fanfare regarding the Red Sox MVP candidates -- Manny Ramirez, David Ortiz, and he-who-can-no-longer-be-overlooked, Johnny Damon -- the man in the Bronx has a pretty compelling case."
2,NFL ROUNDUP Eagles Kalu Will Be Out for the Year,Philadelphia Eagles defensive end ND Kalu will miss the season after tearing the anterior cruciate ligament in his right knee at yesterday's practice. 
4,Researchers find holes in XP SP2,Security researchers found two software flaws in the Windows XP Service Pack 2 that could allow virus writers and malicious hackers to sidestep new security features in the operating system.
4,This answer eclipses all the others,"Until the rain clouds moved in, I was watching the juxtaposition of two planets that appeared to be converging on the same spot in the early-morning eastern sky."
1,"Parked in a Desert, Waiting Out the Winter of Life","Slab City, Calif., is not so much sinister as it is strange, a forlorn quarter of America where more than 3,000 elderly folk pass the winter."
3,Baxter pulls flu vaccine from British test,"Baxter International has pulled its flu vaccine from a clinical trial in Britain because of side effects. Baxter, of Deerfield, Ill."
2,Fla. St. coughed it up,"MIAMI -- Although Chris Rix's fumble overshadowed Xavier Beitia's blocked field goal, Florida State coach Bobby Bowden will remember them both."
